unit,logvar_accel_x,logvar_accel_y,logvar_accel_z,logvar_motor_current,label
,-1.1876286579524822,-1.1016889386201663,-1.127107222231258,-3.249901298016939,PATROL
,-0.9831924840613359,-1.3848306619011996,-1.118841347148877,-3.0187775102639764,PATROL
,-1.1166473609661636,-1.0413315968346937,-1.3011670904651458,-3.0485799150288,PATROL
,-1.268875839896995,-0.777087640201458,-1.4895758636069172,-3.3920027042284135,PATROL
,-1.0756263089356344,-0.85642319703586,-1.6066083396118263,-3.3911225091173907,PATROL
,-1.0647299277984397,-0.8593700777467937,-1.626805919989293,-3.346882041927215,PATROL
,-1.2353850367300172,-0.8233295042799516,-1.4603180129461366,-3.2663057531801836,PATROL
,-1.2196746123860902,-1.0539867415190063,-1.2414246263293018,-2.700735651623413,PATROL
,-1.0362155785915534,-1.1361532915851915,-1.4108160410742774,-2.5231147228745017,PATROL
,-0.9635848403394339,-1.051493969754842,-1.6376204315398413,-2.5953501580636265,PATROL
,-1.0212644225813667,-0.9579918387741704,-1.5522833093563582,-3.113744755779668,PATROL
,-1.1583025762767465,-0.933184670669018,-1.3887642074122648,-3.139631221343003,PATROL
,-1.2571785357066272,-0.749292825215424,-1.6213089664410756,-3.0965701141925863,PATROL
,-1.044925905658162,-0.8999293998252105,-1.6078999018441669,-3.185056261879091,PATROL
,-1.1898965162644037,-0.8814008862076834,-1.434381898053771,-3.1400089982751926,PATROL
,-1.1432389020522153,-0.961944767644367,-1.356509317402991,-3.181870802729204,PATROL
,-1.1779456635898635,-0.9089598682581373,-1.413127778559925,-3.084227181744392,PATROL
,-1.0113613887908888,-1.0016389099863874,-1.487982468089435,-3.1425700455171133,PATROL
,-0.9781969802566807,-1.1324322095141992,-1.3732876840341854,-3.026394328635985,PATROL
,-1.015776042274914,-1.1359255297858566,-1.3440783649941104,-2.8828682247598016,PATROL
,-1.3156032061553369,-0.8073183845878704,-1.454916764697613,-2.9523820978309008,PATROL
,-1.3705315152279747,-0.8370762950757644,-1.3514617451497701,-2.9152236908055222,PATROL
,-1.079225975675417,-0.9943242630760679,-1.4228750270765063,-3.0129176586478716,PATROL
,-1.1119803836073516,-0.9413163784235618,-1.4756427570226336,-2.9498537442090913,PATROL
,-1.3474194749387434,-1.0198435538694162,-1.1265849702961883,-2.8949781971799027,PATROL
,-1.362455536103773,-0.949149204949722,-1.147711170247473,-3.2305395368461514,PATROL
,-1.1585339466983258,-0.9660069351537467,-1.3213611493264008,-3.252376020391012,PATROL
,-1.2526937116051375,-0.9624198527919313,-1.2553368712197945,-3.0508511147331103,PATROL
,-1.088158109034235,-0.8744467825814893,-1.6719395184325572,-2.8440649283975565,PATROL
,-1.1367355571948967,-0.9682981514734931,-1.3411722923362852,-3.273658799083024,PATROL
,-1.2974344818040842,-0.8940816314842357,-1.271364850548849,-3.287783593470361,PATROL
,-1.0358439855213646,-1.064369215988758,-1.3989269793563366,-2.9324529809711555,PATROL
,-1.1064993725064014,-1.1349071685223895,-1.247925920780214,-2.801255785737219,PATROL
,-1.0826758418604354,-1.0826269407464137,-1.3444347912849615,-2.78190630445691,PATROL
,-1.243358743690393,-0.750684136940454,-1.63448512922867,-3.112494279185041,PATROL
,-1.2562327844929675,-0.7967892421377816,-1.5210524907628094,-3.078688161059524,PATROL
,-1.2298575985775977,-0.8069081207426211,-1.5598356146231032,-2.9708535917901413,PATROL
,-1.1668116526701515,-0.8251748552310266,-1.544256614879778,-3.2964847964223893,PATROL
,-1.1990324649910689,-0.8219210026532577,-1.5008722935850374,-3.3244523402329094,PATROL
,-1.115090833490656,-0.9270533812266276,-1.464059103570558,-3.098851593947253,PATROL
,-1.185613727224089,-1.0784417783557656,-1.152628895399217,-3.2568153417799817,PATROL
,-1.1140194189600028,-1.0626757081747245,-1.2757040497131986,-3.0576358280888183,PATROL
,-1.1311943533248414,-1.0720283118879064,-1.275228289977457,-2.8882842269473143,PATROL
,-1.0928743106154875,-0.9384309101074185,-1.48123501226148,-3.0758467004567636,PATROL
,-1.3331146184650848,-0.7686634770578169,-1.54450385987958,-2.825227539857324,PATROL
,-1.3077751563815239,-0.8231472110668205,-1.4271228965577416,-2.9851319433227053,PATROL
,-1.2301685756478573,-0.9874047703614407,-1.3393041427121546,-2.614744545919088,PATROL
,-1.1522372744329574,-1.0602700096308626,-1.2385353136835002,-3.038636017733826,PATROL
,-0.9846907134712322,-0.9838960848864706,-1.553656153314288,-3.191256374511759,PATROL
,-0.9538384400409665,-1.143876702896517,-1.3363263493038706,-3.4007074747963713,PATROL
,-0.9910564020792972,-1.1125750473990446,-1.3427061178674191,-3.2450613927017375,PATROL
,-1.1374267291159976,-0.9856386123811484,-1.3505782929838306,-3.0562101414973553,PATROL
,-1.164920518811094,-0.8687844286245171,-1.4928683885480185,-3.1266546125301704,PATROL
,-1.1137505415363824,-0.8825768072481832,-1.5182351145884405,-3.2477628832412724,PATROL
,-1.206562730714017,-1.0887555398909985,-1.1369992054705482,-3.138203252434255,PATROL
,-1.2903845999499235,-0.8777326911900899,-1.3436710086983512,-3.031889061775108,PATROL
,-1.092624795786938,-1.0163195333191084,-1.4199270775744979,-2.796739429464581,PATROL
,-1.059264976475532,-1.1694329099317582,-1.28322242398576,-2.7241238333079476,PATROL
,-0.9141085786982902,-1.0931518137119063,-1.5453383755487313,-2.9812770241405646,PATROL
,-1.1722925094518344,-0.9177695279534115,-1.3682901689388964,-3.3133779232835945,PATROL
,-0.9352763612953353,-1.0781669810005097,-1.4375020719967724,-3.513793796681868,PATROL
,-1.1011226446696711,-0.9641749480795906,-1.3635816019020748,-3.491289136169292,PATROL
,-1.303678220567446,-0.930454133331214,-1.221038276916001,-3.2398331206249575,PATROL
,-1.0974280877404627,-1.07613557860445,-1.30322008024991,-2.924236805291061,PATROL
,-1.0359048350984295,-1.2197466683238183,-1.2776555334820452,-2.6436677574804435,PATROL
,-1.0640342547825739,-1.265294416734672,-1.1708216860739589,-2.769859156118913,PATROL
,-1.2025943480300152,-0.967564282612851,-1.2996141735818463,-3.058848616977586,PATROL
,-1.3630310681940723,-0.8471482515684977,-1.2933985797041883,-3.1906866793865793,PATROL
,-1.1762043453069406,-0.8814618748267529,-1.4120009261317186,-3.3896502594237443,PATROL
,-1.2082812142414103,-0.9735470356316342,-1.2789308721659254,-3.0963434889038464,PATROL
,-1.1321911303920347,-0.9715570319026948,-1.3697081571588894,-3.101106255760259,PATROL
,-1.0374551090872939,-1.0814443028407157,-1.316270361588889,-3.259547109849215,PATROL
,-1.1064429873538892,-0.9482100945745131,-1.4055996095653625,-3.3073558189240884,PATROL
,-1.089276698290571,-0.9264731300888909,-1.4891287629512815,-3.169527923643385,PATROL
,-1.0248945285063211,-0.9357660943249736,-1.569336409810462,-3.2015964278445996,PATROL
,-1.2472289531985543,-0.8036908489161326,-1.5321086156133277,-3.017016983293508,PATROL
,-1.2479380000631177,-0.8219533237005625,-1.6012275149414565,-2.6355045446624907,PATROL
,-1.112663351289012,-0.9194501335263888,-1.507442879380467,-2.9738969195068545,PATROL
,-1.0463492562804595,-0.9865383959879633,-1.450589769772564,-3.1824179292788126,PATROL
,-1.1654606626850255,-1.0454898376397577,-1.2016611702434905,-3.3240387506051734,PATROL
,-1.1166742254439992,-1.1532786174426355,-1.1322556466589586,-3.3602234369777206,PATROL
,-1.1529214922666933,-1.0672506833541593,-1.2751558947780466,-2.7977560798201675,PATROL
,-1.3023264791465998,-0.7975896217474217,-1.420153894791862,-3.323920693584537,PATROL
,-1.3263662868594281,-0.7920935412158169,-1.428269640615303,-3.171492877058536,PATROL
,-1.3500044918736613,-0.7204279780723764,-1.54686853748167,-3.1868138369528074,PATROL
,-1.288967132146458,-0.7276082269331144,-1.5782192481234396,-3.351277866120062,PATROL
,-1.0425688670420177,-0.9916178756231068,-1.4524379632573379,-3.158792342406446,PATROL
,-1.0220000802565024,-1.2079295354665383,-1.2640855906060504,-2.8333968570967896,PATROL
,-1.1032506091465408,-1.0741490090581893,-1.341927890214001,-2.7290767992614846,PATROL
,-0.9492853816952618,-1.0426513078373179,-1.5356529820968914,-3.0977948736731205,PATROL
,-1.2335226290971788,-0.9669418142791368,-1.2845150787195871,-2.9621744796241023,PATROL
,-1.1883918740953343,-0.9301044143102865,-1.3582165305425118,-3.131376324965448,PATROL
,-1.197782376676567,-0.8136732293913843,-1.5173230944147527,-3.3350734255261125,PATROL
,-1.1832293697937057,-0.7666296728312052,-1.655443412450897,-3.2667951037839353,PATROL
,-1.2133833459795258,-0.9449437585688479,-1.285395083472777,-3.281624381998716,PATROL
,-1.1738509130087778,-0.9524209551846973,-1.3395649925383102,-3.14514952160152,PATROL
,-1.4314127007568966,-0.8137913191084752,-1.3001352639639656,-3.093139640625589,PATROL
,-1.0983550996998301,-0.9340687913428842,-1.4526965779956087,-3.2266381808689704,PATROL
,-1.0179833977641228,-0.8802609160037534,-1.727384006798356,-3.0736147840048598,PATROL
,-1.196895816488836,-0.8754816673339333,-1.5004768856023027,-2.8441394422886788,PATROL
,-1.0954588381675923,-1.0906789621833797,-1.3578813536956034,-2.625266731053607,PATROL
,-1.1780333955769635,-0.904918603995537,-1.487093580706296,-2.788508032755812,PATROL
,-1.2415026968281795,-0.7601624688814542,-1.5845788611807623,-3.2590277956510865,PATROL
,-1.2197874245275493,-0.7083182190122606,-1.7138041885980837,-3.440262027181598,PATROL
,-1.1650984009379972,-0.9306972575097403,-1.378126935938877,-3.175358781640437,PATROL
,-1.2467812054044543,-0.9098127971077531,-1.3459419180040226,-3.0022028402104053,PATROL
,-1.2848651929733574,-0.8350118792111465,-1.4070120221011666,-3.1107184520857145,PATROL
,-1.3392079471411014,-0.8455595565592445,-1.3096775458469831,-3.2513289046369063,PATROL
,-1.3592759563301355,-0.8033022517684189,-1.379087949891884,-3.1350495567992382,PATROL
,-1.4101901524096705,-0.6944517161469107,-1.5552601216281077,-3.0917911939355225,PATROL
,-1.100396845111037,-0.9868635122567491,-1.4155042886748348,-2.962029017421798,PATROL
,-1.2080924229264132,-0.970440430355381,-1.3729356616270343,-2.674299032149656,PATROL
,-1.1047810295752831,-1.137323538515146,-1.3291395479518404,-2.484880607482218,PATROL
,-1.2491708265653565,-1.0775804047800703,-1.1793738743859636,-2.7277202295620793,PATROL
,-1.08345690742688,-1.1520011143873183,-1.2360461056487433,-2.8996597705359872,PATROL
,-1.302592365116243,-0.8935412637158971,-1.2532134250788116,-3.399675636942953,PATROL
,-1.4834234595151454,-0.7708160336087873,-1.2683263567010483,-3.5334882151177545,PATROL
,-1.414809856239444,-0.7296290198055047,-1.399925751553881,-3.564006399441824,PATROL
,-1.038403574866549,-0.9814801920703233,-1.4283651901219154,-3.457001062729739,PATROL
,-0.9596837599470608,-1.0645853712616964,-1.4258379151837914,-3.448032154057521,PATROL
,-1.064680239746426,-1.0526024286578433,-1.3358264056841702,-3.1420800196008156,PATROL
,-1.1327395672719442,-1.0875438093182566,-1.223316280791463,-3.067132450907905,PATROL
,-1.001109566325729,-1.2070300327782995,-1.1820651473507275,-3.6193731850838846,PATROL
,-1.3379610960582817,-0.8423703359728276,-1.3197553257067614,-3.225628542128801,PATROL
,-1.1603052532828542,-0.9089054276323646,-1.5197838569950288,-2.7351345693694835,PATROL
,-1.1449519324190942,-0.7870813390800762,-1.7431579825048737,-2.9637985899950428,PATROL
,-1.0998736523255819,-0.9551798359298262,-1.4497219082576787,-3.0426482318769423,PATROL
,-1.2184204832936152,-0.898426493396194,-1.3418199498446233,-3.3319413852224544,PATROL
,-1.3970744031961606,-0.9057239291943823,-1.2034628651919543,-3.030771349468145,PATROL
,-1.1226988475243322,-1.087515958180816,-1.2275849210325631,-3.111198133468194,PATROL
,-1.1623637681454655,-0.9507236259338813,-1.3481398840779082,-3.192483256460175,PATROL
,-1.21292918941571,-0.9713813472049804,-1.2950720264674211,-2.991002926878679,PATROL
,-1.2144123327604175,-0.8245834507033043,-1.560894537844513,-2.90498137782973,PATROL
,-1.3317329652613679,-0.6750572365968331,-1.6620030166453759,-3.294276245916136,PATROL
,-1.1634224582336936,-0.84219539824051,-1.4943337791451778,-3.42888604473829,PATROL
,-1.0539333818432017,-1.076571051355812,-1.2920222519913902,-3.325366769989359,PATROL
,-1.131345310819945,-1.108026843041922,-1.3013868914691136,-2.5897729686309554,PATROL
,-1.087880432622506,-1.0596497908509377,-1.3966697430364023,-2.672585727149201,PATROL
,-1.000256125813843,-0.9094411580127311,-1.70707548869135,-3.0350964777329894,PATROL
,-0.9754499922896496,-0.984713214001387,-1.555729940783681,-3.25980930169384,PATROL
,-0.92620165688063,-1.0904194911413378,-1.4280690808973227,-3.5720621759300286,PATROL
,-1.0745060307598662,-0.986756441391168,-1.3761874930442046,-3.4048980652311958,PATROL
,-1.1965730826627548,-0.9442807080355445,-1.2912172460755498,-3.38502812371453,PATROL
,-1.0944498240087892,-1.1008709752603503,-1.2463219575422226,-3.0981086828954636,PATROL
,-1.0102036404081538,-1.2046897105094907,-1.2741772724445901,-2.875122676745066,PATROL
,-1.0719568607093017,-1.0654130665732704,-1.4129117964263396,-2.6643711344691634,PATROL
,-1.3532204566408275,-0.6924826440073113,-1.58026292858365,-3.342741476187656,PATROL
,-1.1905382963629074,-0.7966276146493073,-1.5469583075696947,-3.435755571625201,PATROL
,-1.1193552637265507,-0.9147434286814751,-1.5083295434886945,-2.9640191737974106,PATROL
,-1.2289628996319297,-0.9953957926788131,-1.2218118429707459,-3.143507529540015,PATROL
,-1.0437221367481506,-1.0944711450722437,-1.2687422788972993,-3.443368698831588,PATROL
,-0.9529629067064643,-1.1301430749044294,-1.3638827753469622,-3.3312060327045607,PATROL
,-0.9440517983196085,-1.1785986613680959,-1.3242068512348895,-3.2906886956702666,PATROL
,-1.145260465026734,-1.0074965506055327,-1.3038862858493947,-3.0955013393464275,PATROL
,-1.1056905448496182,-0.904921148342381,-1.5438859773783824,-2.978003722628051,PATROL
,-1.2465649699429817,-0.8790562501306041,-1.4524349793068398,-2.759317157814741,PATROL
,-1.300873287335206,-0.8425741218584337,-1.3936776258904178,-3.017069430125228,PATROL
,-1.1954340107598291,-0.9758909048024721,-1.2885239091678797,-3.1034616917487616,PATROL
,-1.0025414022913743,-1.1164607216812308,-1.347463758367588,-3.0852396768778534,PATROL
,-1.267423578120745,-0.9344600741547551,-1.2739127882503638,-3.081048785230803,PATROL
,-1.0533826042206391,-1.033316359471915,-1.35704796186162,-3.2701842497208413,PATROL
,-0.9050628915895593,-1.0951613074203277,-1.5015397110439306,-3.264630792914674,PATROL
,-1.2096728138742914,-1.0924253653241487,-1.1249939045583355,-3.178486122996289,PATROL
,-1.2459651705172439,-0.8560552401896432,-1.407974239298941,-3.1497262861102957,PATROL
,-1.0291870234298102,-0.8672365132895277,-1.6885220138249113,-3.2754640947569484,PATROL
,-1.017536697740952,-0.8243769016546383,-1.7822124028680324,-3.4501112346961693,PATROL
,-1.2055889586955648,-0.741683786184287,-1.7338865024221901,-3.045416543498199,PATROL
,-1.1947138915796363,-0.9841733933204525,-1.3668603914508064,-2.680113455480292,PATROL
,-1.190908520441902,-0.9965813331405372,-1.330731434177533,-2.7704810777121494,PATROL
,-1.0492153442192385,-1.0592781515264758,-1.3586961259612471,-3.077247696711967,PATROL
,-1.103283898304061,-1.0362018015903476,-1.2782032212843777,-3.3557501860936565,PATROL
,-1.2136226766264315,-0.9298411724136444,-1.2988713769488707,-3.340334534910095,PATROL
,-1.1510043982396343,-0.9566826220430011,-1.3607642720550737,-3.1453649057956765,PATROL
,-1.0459250337449884,-1.036569230234814,-1.4029187921027195,-3.034769968468803,PATROL
,-1.195340567825321,-0.9146996557884617,-1.3728987671255393,-3.1375089193642864,PATROL
,-1.420521634907529,-0.8622747160615699,-1.2681250763186875,-2.9031024018543943,PATROL
,-1.4483249267753244,-1.009828621150253,-1.047096426265486,-2.9997451110785,PATROL
,-1.3160328681503497,-0.8988270206474397,-1.242272954749723,-3.3234370170349874,PATROL
,-0.9756625687354158,-0.9424173609199099,-1.609196142596095,-3.4014644457016137,PATROL
,-1.0688813688233147,-0.9963730987889269,-1.416699117011923,-3.103802303583116,PATROL
,-1.2666731478168418,-1.2179367489798285,-0.9667025560176215,-3.1687175248763273,FAULT
,-1.2883973708466574,-1.0253667378093827,-1.0874273412958932,-3.5564408411510278,FAULT
,-1.0475344936139626,-1.1889220658796307,-1.180026700839818,-3.286659413256002,FAULT
,-1.0962527278763243,-1.286111460400594,-1.112838220666233,-2.7983411136044873,FAULT
,-1.2407277905972953,-1.194202052069218,-1.082227125915226,-2.6730594010151356,FAULT
,-1.2532619961647595,-1.1202747431595157,-1.0057348078609887,-3.7959154555859156,FAULT
,-1.5806437275211507,-1.1439388549744898,-0.8313029116970785,-3.2160261474103784,FAULT
,-1.5000809404386135,-1.0842372051503375,-1.0282693363009499,-2.5120364258656345,FAULT
,-0.9834466526512405,-1.231864638401128,-1.2074745583137712,-3.3444145318896643,FAULT
,-1.2337884944002004,-1.061705641537622,-1.1049195671226437,-3.4511305057027784,FAULT
,-1.150559304285834,-0.9798175095442724,-1.3134373986154595,-3.2373832331073604,FAULT
,-1.2342913129095736,-1.0984569388395613,-1.1585541033644597,-2.786539085378594,FAULT
,-1.3743246305700778,-1.0715513856177492,-1.1234724532157312,-2.5337100772097174,FAULT
,-1.1110952147885738,-1.2391902882171084,-1.0371645093482353,-3.6221622985219595,FAULT
,-1.090651756325326,-1.1758662414083743,-1.1598503756973653,-3.1720425061112634,FAULT
,-1.2571550060366152,-1.2067874891942663,-1.1300193405227617,-2.3713561337502096,FAULT
,-1.408151813463184,-1.0509480134889633,-1.0408063541331933,-2.9444855198526145,FAULT
,-1.1568896447156511,-1.1329152714113597,-1.1100487419690195,-3.384297448914613,FAULT
,-0.9997012825330085,-1.3568598216333454,-1.0894203971922929,-3.266721808632518,FAULT
,-1.1294428033662718,-1.1846758850096173,-1.1619669301498035,-2.846084979980067,FAULT
,-1.31752012151195,-1.2871935930742526,-1.0009683378781116,-2.4232437990883513,FAULT
,-1.2684263467534862,-1.114973719854936,-1.011425974442512,-3.6081396610570593,FAULT
,-1.3474372515320168,-1.1367977916922136,-0.9871950621670967,-3.0655256292484743,FAULT
,-1.04806215076492,-1.2893920223104294,-1.1907994454485193,-2.659729841653953,FAULT
,-1.0108060006090422,-1.2357514376858885,-1.191941252523486,-3.1742157014381935,FAULT
,-1.1246728377614985,-1.198890050769752,-1.080266648264464,-3.37530719522318,FAULT
,-1.3266848693580315,-1.1748603178463102,-0.9857506374905192,-2.94459489912662,FAULT
,-1.3970818929514401,-1.0808090613938415,-1.0384083604012333,-2.824407573332145,FAULT
,-1.1480940884634756,-1.211935881998556,-1.1507766615807251,-2.6773125042416273,FAULT
,-1.0152003492510853,-1.3170907800921303,-1.0711959534757387,-3.6060821181134766,FAULT
,-1.2971064843953668,-1.432309707140874,-0.8428871623618656,-2.856740004465797,FAULT
,-1.267866674543933,-1.3533134519986025,-0.9669284347038958,-2.526519894794153,FAULT
,-1.0932470053135503,-1.0806419073534788,-1.2446110230789937,-3.2849383448614113,FAULT
,-1.0252512734471688,-1.2047071334215655,-1.1889211811623142,-3.297803877466466,FAULT
,-1.0609405338141906,-1.035604226011165,-1.3337670945626563,-3.3417426732940823,FAULT
,-1.4258712915081824,-1.0539022351497431,-1.0326706961948329,-2.899125617842532,FAULT
,-1.5783181279498328,-1.0434738908782122,-0.9865014109121565,-2.6798961410358033,FAULT
,-1.3186078171199753,-1.1212530467250905,-0.9500797648698659,-3.9164751680638767,FAULT
,-1.1032691290980237,-1.3567783395146154,-1.0024334615102952,-3.1294683782085344,FAULT
,-1.5043420489023276,-1.0307069085350307,-1.0705423022484608,-2.547726973710643,FAULT
,-1.3009765955986587,-1.2102690795373254,-0.9697335177887291,-2.9871074046860815,FAULT
,-1.2858373987086937,-1.0560737574290606,-1.0758444538356542,-3.3595018757561923,FAULT
,-1.2480154896089308,-0.9820011592858906,-1.2380488225176793,-3.0279277260095907,FAULT
,-1.180627207242949,-1.0874883659638763,-1.2165057552882272,-2.8202953155517414,FAULT
,-1.1113485657410198,-1.2467578999635394,-1.1572098698982294,-2.672375376923518,FAULT
,-1.3750894385755308,-1.2040760495476253,-0.8852566920336588,-3.363735647270963,FAULT
,-1.2751231785701893,-1.2162081607176154,-1.0016320245488533,-2.86519273318969,FAULT
,-1.1948846414048182,-1.185185316835858,-1.1616895826399216,-2.5431974366152748,FAULT
,-1.0940865688056944,-1.3002395175417414,-1.0610995863294865,-3.0658739145594103,FAULT
,-0.9912562469546532,-1.2903761577475155,-1.1406657042825725,-3.3779781596446363,FAULT
,-1.4222753472089456,-0.9983597540252342,-1.0987952022641427,-2.863308066715217,FAULT
,-1.3736872422589081,-1.161870746662761,-1.0286539356430853,-2.5712471351576687,FAULT
,-1.39362013098086,-1.0580912703256438,-1.1121066364493848,-2.5791084928893846,FAULT
,-1.1185192886111457,-1.3010212124458749,-0.9982764044431838,-3.42746838916384,FAULT
,-1.37307746280553,-1.0377938506678688,-1.050759912691973,-3.1519978883715236,FAULT
,-1.384822913396883,-1.107125446154787,-1.074173621731671,-2.556905951887149,FAULT
,-1.4784345340612934,-0.9504800716590925,-1.058702106155481,-3.2559417635314065,FAULT
,-1.334623970579464,-0.9532955093533647,-1.1493952840374595,-3.368364269217965,FAULT
,-0.9136986509909272,-1.325975996118961,-1.2591382109697835,-3.0053871738158087,FAULT
,-1.1799552599331107,-1.200449778761002,-1.1207236262377245,-2.7241038785538625,FAULT
,-1.3650777663605607,-1.3551600855329609,-0.890961739185725,-2.5708282609708677,FAULT
,-1.4347945599153509,-1.1352934536231376,-0.8938230986605358,-3.460338422665711,FAULT
,-1.2185192235475628,-1.2546411265547999,-0.974051495339998,-3.1795619757909352,FAULT
,-1.2256495161203755,-1.2185908641680827,-1.127151510265564,-2.4437819803335077,FAULT
,-1.0198034294755476,-1.160101862108514,-1.2483086564568637,-3.2470146477134256,FAULT
,-1.3252598895372236,-1.1067878778197073,-1.0043552122524007,-3.2869905290967196,FAULT
,-1.260687293843957,-1.210980694015936,-1.0001657516894824,-2.9795163037312893,FAULT
,-1.2302687454990382,-1.1095201567348911,-1.165232328593543,-2.71479348829243,FAULT
,-1.087844946026644,-1.308803904173789,-1.1005135295496324,-2.809833925279816,FAULT
,-1.1279888091878625,-1.254008918077236,-1.0027734188071344,-3.725654831772683,FAULT
